player_name,pitch_type_full
"McLoughlin, Trey",['Slider' 'Four-Seam Fastball' 'Changeup' 'Splitter']
"McMillon, John",['Four-Seam Fastball' 'Slider' 'Cutter']
"McSteen, Jake",['Four-Seam Fastball' 'Cutter' 'Sinker' 'Slider' 'Changeup']
"McWilliams, Sam",['Sweeper' 'Four-Seam Fastball' 'Slider']
"Means, John",['Changeup' 'Slider' 'Four-Seam Fastball' 'Knuckle Curve']
"Mears, Nick",['Four-Seam Fastball' 'Curveball' 'Slider' 'Cutter']
"Mederos, Victor",['Four-Seam Fastball' 'Slider' 'Sinker' 'Curveball' 'Changeup']
"Medina, Luis",['Sinker' 'Four-Seam Fastball' 'Changeup' 'Slider' 'Curveball']
"Meeker, James",['Cutter' 'Slider' 'Four-Seam Fastball']
"Megill, Trevor",['Four-Seam Fastball' 'Knuckle Curve' 'Sinker' 'Cutter' 'Slider']
"Megill, Tylor","['Slider' 'Four-Seam Fastball' 'Splitter' 'Sinker' 'Cutter' 'Curveball'
 'Changeup' 'Sweeper']"
"Meis, Justin",['Slider' 'Four-Seam Fastball' 'Changeup']
"Mena, Cristian",['Curveball' 'Changeup' 'Four-Seam Fastball' 'Sweeper' 'Sinker']
"Mendick, Danny",['Eephus' nan]
"Mercado, Michael",['Four-Seam Fastball' 'Cutter' 'Changeup' 'Curveball']
"Merryweather, Julian",['Four-Seam Fastball' 'Slider' 'Changeup' 'Sweeper']
"Mervis, Matt",['Eephus' nan]
"Meyer, Max",['Slider' 'Four-Seam Fastball' 'Sinker' 'Changeup' 'Sweeper']
"Michael, Trevin",['Four-Seam Fastball' 'Sweeper' 'Sinker' 'Cutter']
"Mikolas, Miles","['Four-Seam Fastball' 'Slider' 'Sinker' 'Curveball' 'Changeup' 'Sweeper'
 nan]"
"Miley, Wade",['Sinker' 'Cutter' 'Changeup' 'Four-Seam Fastball' 'Curveball' 'Slider']
"Miller, Bobby",['Sinker' 'Curveball' 'Four-Seam Fastball' 'Changeup' 'Slider']
"Miller, Bryce","['Splitter' 'Sweeper' 'Knuckle Curve' 'Four-Seam Fastball' 'Cutter'
 'Sinker' 'Slider']"
"Miller, Erik",['Slider' 'Four-Seam Fastball' 'Changeup']
"Miller, Mason",['Slider' 'Four-Seam Fastball' 'Changeup' 'Splitter']
"Miller, Mitch",['Four-Seam Fastball']
"Miller, Owen",[nan]
"Miller, Ryan",['Sweeper' 'Slider' 'Four-Seam Fastball']
"Miller, Shelby",['Four-Seam Fastball' 'Slider' 'Splitter' 'Cutter']
"Miller, Tyson",['Sweeper' 'Four-Seam Fastball' 'Sinker' 'Curveball' 'Changeup']
"Milner, Hoby",['Sinker' 'Sweeper' 'Slurve' 'Four-Seam Fastball' 'Changeup']
"Minter, A.J.",['Cutter' 'Four-Seam Fastball' 'Changeup']
"Misiewicz, Anthony",['Cutter' 'Curveball' 'Four-Seam Fastball' 'Slider']
"Mize, Casey","['Four-Seam Fastball' 'Splitter' 'Slider' 'Knuckle Curve' 'Sinker'
 'Cutter' 'Slurve']"
"Mlodzinski, Carmen",['Four-Seam Fastball' 'Sweeper' 'Slider' 'Cutter' 'Changeup']
"Molina, Anthony",['Four-Seam Fastball' 'Changeup' 'Slider' 'Curveball']
"Moll, Sam",['Sinker' 'Sweeper' 'Four-Seam Fastball' 'Changeup']
"Montas, Frankie",['Splitter' 'Four-Seam Fastball' 'Slider' 'Sinker' 'Cutter']
"Montero, Euri",['Slider' 'Sinker']
"Montero, Keider",['Four-Seam Fastball' 'Knuckle Curve' 'Changeup' 'Slider' 'Sinker']
"Montero, Rafael",['Sinker' 'Four-Seam Fastball' 'Changeup' 'Slider']
"Montes De Oca, Christian",['Sinker' 'Slider']
"Monteverde, Patrick",['Cutter' 'Four-Seam Fastball' 'Changeup' 'Curveball' 'Slider']
"Montgomery, Jordan",['Curveball' 'Changeup' 'Four-Seam Fastball' 'Sinker' 'Slider']
"Montgomery, Mason",['Four-Seam Fastball' 'Slider']
"Montilla, Emailin",['Four-Seam Fastball' 'Slider' 'Changeup' 'Sinker']
"Moore, Matt",['Changeup' 'Four-Seam Fastball' 'Knuckle Curve' 'Cutter']
"Morales, Francisco",['Cutter' 'Sinker']
"Morejon, Adrian",['Slider' 'Sinker' 'Splitter' 'Four-Seam Fastball' 'Sweeper']
"Moreno, Gerson",['Slider' 'Sinker']
"Moreno, Luis",['Curveball' 'Sinker' 'Slider']
"Morgan, Eli",['Four-Seam Fastball' 'Slider' 'Changeup']
"Morris, Cody",['Curveball' 'Cutter' 'Changeup' 'Four-Seam Fastball']
"Morton, Charlie",['Curveball' 'Four-Seam Fastball' 'Changeup' 'Sinker' 'Cutter']
"Mosqueda, Oddanier",['Four-Seam Fastball' 'Sinker' 'Curveball' 'Slider']
"Muller, Kyle",['Slider' 'Four-Seam Fastball' 'Curveball' 'Changeup' 'Splitter']
"Musgrove, Joe","['Curveball' 'Cutter' 'Sweeper' 'Four-Seam Fastball' 'Sinker' 'Changeup'
 'Slider']"
"Mushinski, Parker",['Cutter' 'Four-Seam Fastball' 'Curveball' 'Sinker' 'Sweeper']
"Muñoz, Andrés",['Slider' 'Four-Seam Fastball' 'Sinker']
"Muñoz, Roddery",['Sinker' 'Changeup' 'Four-Seam Fastball' 'Cutter' 'Slider']
"Myers, Tobias",['Slider' 'Four-Seam Fastball' 'Changeup' 'Curveball' 'Cutter' 'Sinker']
"Márquez, Germán",['Slider' 'Four-Seam Fastball' 'Sinker' 'Knuckle Curve' 'Changeup']
"Nahas, Joe",['Curveball' 'Cutter' 'Sinker' 'Slider' 'Four-Seam Fastball']
"Nance, Tommy",['Curveball' 'Sinker' 'Slider' 'Four-Seam Fastball']
"Nardi, Andrew",['Slider' 'Four-Seam Fastball' 'Changeup']
"Nastrini, Nick",['Slider' 'Four-Seam Fastball' 'Curveball' 'Changeup']
"Naughton, Tim",['Cutter' 'Sinker']
"Neely, Jack",['Slider' 'Four-Seam Fastball']
"Nelson, Kyle",['Slider' 'Cutter' 'Four-Seam Fastball']
"Nelson, Nick",['Sinker' 'Changeup' 'Four-Seam Fastball' 'Slider' 'Knuckleball']
"Nelson, Ryne",['Four-Seam Fastball' 'Cutter' 'Slider' 'Changeup' 'Curveball' 'Sweeper']
"Neris, Héctor",['Splitter' 'Four-Seam Fastball' 'Sinker' 'Slider']
"Newcomb, Sean",['Slurve' 'Sinker' 'Four-Seam Fastball' 'Curveball' 'Changeup']
"Nicolas, Kyle",['Four-Seam Fastball' 'Slider' 'Curveball' 'Sinker']
"Nittoli, Vinny",['Sweeper' 'Cutter' 'Curveball' 'Changeup' 'Sinker']
"Nixon, Aaron",['Four-Seam Fastball']
"Nola, Aaron",['Sinker' 'Knuckle Curve' 'Four-Seam Fastball' 'Changeup' 'Cutter']
"Núñez, Dedniel",['Slider' 'Four-Seam Fastball' 'Sinker' 'Changeup' 'Curveball']
"O'Brien, Riley",['Curveball' 'Sinker' 'Slider' 'Four-Seam Fastball']
"O'Loughlin, Jack",['Curveball' 'Four-Seam Fastball' 'Changeup' 'Slider' 'Sinker']
"Ober, Bailey",['Four-Seam Fastball' 'Changeup' 'Sweeper' 'Curveball' 'Slider']
"Odorizzi, Jake",['Slider' 'Cutter' 'Splitter' 'Four-Seam Fastball']
"Okert, Steven",['Changeup' 'Slider' 'Sinker' 'Four-Seam Fastball']
"Olds, Wyatt",['Cutter' 'Sinker']
"Oller, Adam","['Slider' 'Curveball' 'Four-Seam Fastball' 'Slurve' 'Sinker' 'Changeup'
 'Cutter']"
"Olson, Reese",['Four-Seam Fastball' 'Changeup' 'Curveball' 'Slider' 'Sinker']
"Ort, Kaleb",['Sweeper' 'Four-Seam Fastball' 'Cutter' 'Changeup']
"Ortiz, Luis F.",['Sweeper' 'Sinker' 'Curveball' 'Slider' 'Four-Seam Fastball' 'Changeup']
"Ortiz, Luis L.",['Four-Seam Fastball' 'Cutter' 'Slider' 'Sinker' 'Changeup']
"Orze, Eric",['Changeup' 'Four-Seam Fastball' 'Slider']
"Otañez, Michel",['Four-Seam Fastball' 'Slider' 'Sinker']
"Ottavino, Adam","['Four-Seam Fastball' 'Sinker' 'Curveball' 'Sweeper' 'Cutter' 'Slider'
 'Changeup']"
"Paddack, Chris",['Four-Seam Fastball' 'Changeup' 'Curveball' 'Slider']
"Pagán, Emilio",['Cutter' 'Splitter' 'Four-Seam Fastball']
"Palacios, Luis",['Changeup' 'Cutter' 'Sinker' 'Slider']
"Palencia, Daniel",['Four-Seam Fastball' 'Slider' 'Splitter' 'Sinker' 'Curveball']
"Pallante, Andre",['Four-Seam Fastball' 'Slider' 'Knuckle Curve' 'Sinker' nan]
"Pardinho, Eric",['Splitter' 'Curveball' 'Four-Seam Fastball' 'Slider']
"Paredes, Enoli",['Four-Seam Fastball' 'Slider' 'Sinker' 'Cutter']
"Parker, Mitchell",['Four-Seam Fastball' 'Curveball' 'Splitter' 'Slider']
"Parsons, Hunter",['Slider' 'Four-Seam Fastball' 'Sweeper' 'Cutter']
"Parsons, Wes",['Curveball' 'Four-Seam Fastball' 'Changeup' 'Sinker' 'Slider']
"Paxton, James",['Knuckle Curve' 'Sinker' 'Four-Seam Fastball' 'Changeup' 'Cutter']
"Payamps, Joel",['Sinker' 'Slider' 'Four-Seam Fastball' 'Changeup' 'Curveball']
"Pearson, Nate",['Slider' 'Four-Seam Fastball' 'Sinker' 'Curveball' 'Splitter']
"Peguero, Elvis",['Sinker' 'Slider' 'Curveball' 'Cutter']
"Peguero, Joel",['Four-Seam Fastball']
"Pennington, Walter",['Cutter' 'Slider' 'Sinker' 'Four-Seam Fastball']
"Penrod, Zach",['Four-Seam Fastball' 'Changeup' 'Slider']
"Pepiot, Ryan",['Four-Seam Fastball' 'Slider' 'Changeup' 'Cutter' 'Curveball' 'Sinker']
"Peralta, Freddy",['Four-Seam Fastball' 'Changeup' 'Slider' 'Curveball' 'Sinker']
"Peralta, Luis",['Four-Seam Fastball' 'Curveball' 'Changeup']
"Peralta, Sammy",['Changeup' 'Four-Seam Fastball' 'Sweeper' 'Slider' 'Sinker']
"Peralta, Wandy",['Changeup' 'Sinker' 'Slider' 'Four-Seam Fastball']
"Peralta, Wily",['Splitter' 'Slider' 'Four-Seam Fastball']
"Pereda, Jhonny",['Eephus']
"Petersen, Michael",['Four-Seam Fastball' 'Cutter' 'Sinker' 'Changeup' 'Slider']
"Peterson, David",['Sinker' 'Changeup' 'Four-Seam Fastball' 'Curveball' 'Slider']
"Petit, RJ",['Four-Seam Fastball' 'Changeup' 'Sinker' 'Slider']
"Pfaadt, Brandon","['Four-Seam Fastball' 'Curveball' 'Sweeper' 'Changeup' 'Sinker' nan
 'Splitter']"
"Pham, Alex",['Curveball' 'Cutter' 'Four-Seam Fastball' 'Changeup' 'Slider']
"Phillips, Evan",['Sweeper' 'Four-Seam Fastball' 'Cutter' 'Sinker']
"Phillips, Tyler",['Sinker' 'Sweeper' 'Curveball' 'Four-Seam Fastball' 'Splitter']
"Pint, Riley",['Slider' 'Four-Seam Fastball' 'Sinker']
"Pinto, Ricardo",['Sinker' 'Slider' 'Four-Seam Fastball' 'Splitter' 'Sweeper']
"Pivetta, Nick",['Curveball' 'Sweeper' 'Four-Seam Fastball' 'Cutter' 'Slider' nan 'Sinker']
"Plesac, Zach",['Four-Seam Fastball' 'Slider' 'Changeup' 'Curveball']
"Poche, Colin",['Slider' 'Four-Seam Fastball' 'Sinker']
"Ponce, Gabriel",['Four-Seam Fastball' 'Slider']
"Pop, Zach",['Cutter' 'Sinker' 'Slider' nan 'Four-Seam Fastball']
"Poppen, Sean",['Sinker' 'Slider' 'Changeup']
"Poteet, Cody",['Sinker' 'Sweeper' 'Changeup' 'Four-Seam Fastball' 'Curveball']
"Poulin, PJ",['Four-Seam Fastball']
"Povich, Cade",['Changeup' 'Four-Seam Fastball' 'Curveball' 'Sweeper' 'Sinker' 'Cutter']
"Pratto, Nick",[nan]
"Pressly, Ryan",['Slider' 'Curveball' 'Changeup' 'Four-Seam Fastball' 'Sinker']
"Priester, Quinn",['Sinker' 'Slider' 'Cutter' 'Changeup' 'Curveball' 'Four-Seam Fastball']
"Pruitt, Austin",['Four-Seam Fastball' 'Sinker' 'Changeup' 'Slider' 'Curveball']
"Puk, A.J.",['Slider' 'Four-Seam Fastball' 'Sinker' 'Sweeper' 'Changeup' 'Splitter']
"Pérez, Cionel",['Slurve' 'Sinker' 'Four-Seam Fastball' 'Curveball']
"Pérez, Martín",['Cutter' 'Sinker' 'Changeup' 'Four-Seam Fastball' 'Curveball' 'Slider']
"Quantrill, Cal","['Four-Seam Fastball' 'Cutter' 'Changeup' 'Splitter' 'Curveball' 'Sinker'
 'Slider' nan]"
"Quijada, José",['Four-Seam Fastball' 'Slider' 'Changeup' 'Sinker']
"Quinones, Luis",['Four-Seam Fastball' 'Changeup' 'Slider' 'Cutter']
"Quintana, Jose",['Changeup' 'Curveball' 'Slurve' 'Sinker' 'Four-Seam Fastball']
"Ragans, Cole","['Changeup' 'Knuckle Curve' 'Four-Seam Fastball' 'Cutter' 'Slider'
 'Sinker' 'Curveball']"
"Rainey, Tanner",['Four-Seam Fastball' 'Slider' 'Changeup']
"Raley, Brooks",['Cutter' 'Sweeper' 'Sinker' 'Changeup']
"Ramirez, Emmanuel",['Splitter' 'Four-Seam Fastball' 'Slider']
"Ramirez, Nick",['Changeup' 'Sweeper' 'Sinker' 'Four-Seam Fastball']
"Ramos, Wilkin",['Sinker' 'Curveball']
"Ramírez, Erasmo",['Curveball' 'Changeup' 'Sinker' 'Cutter' 'Four-Seam Fastball']
"Ramírez, Yohan",['Sweeper' 'Sinker' 'Curveball' 'Four-Seam Fastball' 'Changeup']
"Rasmussen, Drew",['Four-Seam Fastball' 'Sinker' 'Sweeper' 'Cutter']
"Ray, Robbie",['Four-Seam Fastball' 'Knuckle Curve' 'Slider']
"Rea, Colin","['Sinker' 'Four-Seam Fastball' 'Splitter' 'Curveball' 'Cutter' 'Sweeper'
 'Changeup' 'Slider']"
"Record, Joe",['Sinker']
"Reid-Foley, Sean",['Four-Seam Fastball' 'Changeup' 'Slider']
"Reyes, Angel",['Sinker' 'Slider' 'Cutter' 'Changeup']
"Reyes, Gerardo",['Slider' 'Four-Seam Fastball' 'Cutter' nan]
"Reyes, Pablo",['Curveball' nan 'Eephus']
"Reynolds, Sean",['Sweeper' 'Four-Seam Fastball' 'Slider' 'Changeup']
"Ribalta, Orlando",['Four-Seam Fastball' 'Changeup' 'Slider']
"Rice, Jake",['Four-Seam Fastball' 'Slider']
"Richards, Trevor",['Four-Seam Fastball' 'Changeup']
"Richardson, Lyon",['Sinker' 'Four-Seam Fastball' 'Slider' 'Changeup']
"Riley, Trey",['Four-Seam Fastball' 'Cutter' 'Slider']
"Rivas, Leo",['Eephus']
"Rivera, Emmanuel",['Eephus' nan 'Slider']
"Robert, Daniel",['Four-Seam Fastball' 'Sweeper' 'Cutter' 'Sinker' 'Changeup']
"Roberts, Austin",['Curveball' 'Cutter']
"Roberts, Ethan",['Cutter' 'Sweeper' 'Sinker' 'Four-Seam Fastball']
"Robertson, David",['Slider' 'Cutter' 'Knuckle Curve' 'Changeup' 'Sinker']
"Robertson, Nick",['Slider' 'Four-Seam Fastball' 'Sweeper' 'Changeup' 'Cutter']
"Rocker, Kumar",['Four-Seam Fastball' 'Slider' 'Sinker' 'Curveball' 'Changeup']
"Rodriguez, Carlos",['Cutter' 'Slider' 'Curveball' 'Sinker' 'Four-Seam Fastball' 'Changeup']
"Rodriguez, Eduardo",['Four-Seam Fastball' 'Cutter' 'Changeup' 'Sinker' 'Slider']
"Rodriguez, Grayson",['Four-Seam Fastball' 'Slider' 'Curveball' 'Changeup' 'Sinker']
"Rodriguez, Miguel",['Changeup' 'Four-Seam Fastball' 'Sinker' 'Slider']
"Rodríguez, Joely",['Changeup' 'Sinker' 'Sweeper' 'Slider' 'Four-Seam Fastball']
"Rodríguez, Manuel",['Slider' 'Sinker' 'Four-Seam Fastball' 'Sweeper']
"Rodríguez, Randy",['Slider' 'Four-Seam Fastball' 'Sinker' 'Changeup']
"Rodríguez, Wilking",['Four-Seam Fastball' 'Cutter' 'Curveball']
"Rodríguez, Yariel",['Four-Seam Fastball' 'Curveball' 'Slider' 'Sinker' 'Splitter' nan]
"Rodríguez, Yerry",['Changeup' 'Four-Seam Fastball' 'Sinker' 'Slider']
"Rodón, Carlos",['Slider' 'Four-Seam Fastball' 'Cutter' 'Changeup' 'Curveball' 'Sinker']
"Rogers, Josh",['Slider' 'Four-Seam Fastball' 'Changeup' 'Sweeper' 'Sinker' 'Cutter']
"Rogers, Taylor",['Sinker' 'Sweeper']
"Rogers, Trevor",['Sinker' 'Four-Seam Fastball' 'Slider' 'Changeup']
"Rogers, Tyler",['Sinker' 'Slider' 'Four-Seam Fastball']
"Rojas, Josh",['Eephus' 'Curveball' nan]
"Rojas, Miguel",[nan 'Eephus']
"Rom, Drew",['Four-Seam Fastball' 'Sinker' 'Sweeper']
"Romano, Jordan",['Slider' 'Four-Seam Fastball']
"Romero, JoJo",['Changeup' 'Sinker' 'Slider' 'Four-Seam Fastball' 'Cutter']
"Romero, Jose",['Four-Seam Fastball' 'Curveball' 'Slider']
"Rooney, John",['Slider' 'Sinker']
"Rortvedt, Ben",[nan 'Eephus' 'Changeup']
"Rosenberg, Kenny",['Changeup' 'Cutter' 'Four-Seam Fastball' 'Curveball']
"Ross, Joe",['Slider' 'Four-Seam Fastball' 'Sinker' 'Changeup' 'Curveball']
"Roupp, Landen",['Curveball' 'Sinker' 'Changeup' 'Slider' 'Four-Seam Fastball' nan]
"Roycroft, Chris",['Sweeper' 'Four-Seam Fastball' 'Sinker' 'Cutter']
"Ruiz, José",['Sinker' 'Curveball' 'Four-Seam Fastball' 'Changeup' 'Slider']
"Rutledge, Jackson",['Cutter' 'Slider' 'Four-Seam Fastball' 'Sinker' 'Splitter' 'Curveball']
"Ryan, Joe",['Splitter' 'Four-Seam Fastball' 'Sweeper' 'Sinker' 'Slider']
"Ryan, River",['Slider' 'Four-Seam Fastball' 'Sinker' 'Curveball' 'Changeup' 'Cutter']
"Ryan, Ryder",['Slider' 'Sinker' 'Four-Seam Fastball' 'Changeup']
"Saalfrank, Andrew",['Sinker' 'Curveball']
"Sabrowski, Erik",['Curveball' 'Four-Seam Fastball' 'Slider']
"Sadzeck, Connor",['Slider' 'Sinker' 'Curveball']
"Salazar, Eduardo",['Four-Seam Fastball' 'Sinker' 'Slider' 'Curveball' 'Changeup']
"Sale, Chris",['Slider' 'Four-Seam Fastball' 'Changeup' 'Sinker']
"Samaniego, Tyler",['Slider' 'Four-Seam Fastball' 'Sinker' 'Changeup']
"Sammons, Bryan",['Four-Seam Fastball' 'Sweeper' 'Changeup' 'Curveball' 'Cutter']
"Sampson, Adrian",['Slider' 'Sinker' 'Changeup' 'Four-Seam Fastball']
"Sanchez, Juan",['Four-Seam Fastball' 'Changeup' 'Sinker']
"Sanders, Cam",['Sinker' 'Cutter' 'Four-Seam Fastball' 'Curveball']
"Sandlin, Nick",['Four-Seam Fastball' 'Splitter' 'Sinker' 'Slider']
"Sandoval, Patrick",['Sinker' 'Slider' 'Four-Seam Fastball' 'Sweeper' 'Changeup' 'Curveball']
"Sands, Cole",['Four-Seam Fastball' 'Cutter' 'Splitter' 'Sinker' 'Curveball']
"Santana, Dennis",['Cutter' 'Changeup' 'Four-Seam Fastball' 'Slider' 'Sinker' 'Curveball']
"Santillan, Tony",['Four-Seam Fastball' 'Slider' 'Changeup']
"Santos, Gregory",['Sinker' 'Slider' 'Changeup']
"Santos, Junior",['Sinker' 'Slider' 'Four-Seam Fastball']
"Sanó, Miguel",['Curveball' nan]
"Saucedo, Tayler",['Sinker' 'Sweeper' 'Slider' 'Changeup' 'Four-Seam Fastball' 'Curveball']
"Sauer, Matt",['Four-Seam Fastball' 'Sweeper' 'Curveball' 'Sinker' 'Splitter' 'Changeup']
"Sborz, Josh",['Slider' 'Four-Seam Fastball' 'Curveball']
"Scalzo Jr., Frankie",['Slider' 'Four-Seam Fastball' 'Sinker' 'Curveball']
"Scherzer, Max",['Four-Seam Fastball' 'Slider' 'Curveball' 'Changeup' 'Cutter']
"Schmidt, Clarke","['Sweeper' 'Cutter' 'Sinker' 'Knuckle Curve' 'Four-Seam Fastball'
 'Changeup']"
"Schoff, Tyler",['Cutter' 'Curveball']
"Schreiber, John",['Four-Seam Fastball' 'Cutter' 'Sinker' 'Sweeper' 'Changeup']
"Schultz, Andrew",['Slider' 'Four-Seam Fastball']
"Schultz, Thomas",['Four-Seam Fastball' 'Curveball' 'Cutter' 'Sinker']
"Schwellenbach, Spencer",['Slider' 'Curveball' 'Cutter' 'Four-Seam Fastball' 'Splitter' 'Sinker']
"Scott, Christian",['Four-Seam Fastball' 'Splitter' 'Sweeper' 'Slider']
"Scott, Tanner",['Four-Seam Fastball' 'Slider' 'Sinker' 'Changeup']
"Scott, Tayler",['Slider' 'Sinker' 'Splitter' 'Four-Seam Fastball' 'Changeup']
"Scroggins, Cody",['Four-Seam Fastball' 'Sinker' 'Cutter' 'Slider' 'Changeup']
"Sears, JP","['Sweeper' 'Slider' 'Changeup' 'Sinker' 'Four-Seam Fastball' 'Curveball'
 nan]"
"Selby, Colin",['Sinker' 'Slider' 'Knuckle Curve' 'Four-Seam Fastball']
"Senga, Kodai",['Four-Seam Fastball' 'Cutter' 'Sweeper' nan 'Curveball' 'Slider']
"Senzatela, Antonio",['Four-Seam Fastball' 'Changeup' 'Slider' 'Curveball' 'Sinker']
"Sequeira, Gabriel",['Slider' 'Sinker']
"Severino, Luis",['Sinker' 'Sweeper' 'Cutter' 'Slider' 'Changeup' 'Four-Seam Fastball']
"Sewald, Paul",['Four-Seam Fastball' 'Sweeper' 'Changeup']
"Sharpe, Davis",['Slider' 'Cutter' 'Four-Seam Fastball']
"Shaw, Bryan",['Curveball' 'Cutter' 'Changeup' 'Sinker' 'Sweeper']
"Shreve, Chasen",['Four-Seam Fastball' 'Splitter' 'Sweeper']
"Shugart, Chase",['Changeup' 'Four-Seam Fastball' 'Cutter' 'Sinker' 'Sweeper']
"Shuster, Jared",['Slider' 'Changeup' 'Four-Seam Fastball' 'Sinker']
"Silseth, Chase",['Sweeper' 'Four-Seam Fastball' 'Curveball' 'Splitter' 'Sinker']
"Simon, Ben",['Sinker' 'Changeup' 'Cutter' 'Four-Seam Fastball' 'Slider']
"Sims, Lucas",['Cutter' 'Four-Seam Fastball' 'Sweeper' 'Curveball' 'Slider' 'Splitter']
"Singer, Brady",['Slider' 'Sinker' 'Four-Seam Fastball' 'Sweeper' 'Cutter' nan 'Changeup']
"Skenes, Paul",['Four-Seam Fastball' 'Changeup' 'Splitter' 'Sweeper' 'Slider' 'Curveball']
"Skubal, Tarik",['Four-Seam Fastball' 'Sinker' 'Changeup' 'Slider' 'Knuckle Curve']
"Slaten, Justin",['Cutter' 'Four-Seam Fastball' 'Curveball' 'Sweeper']
"Smeltzer, Devin",['Sweeper' 'Sinker' 'Changeup']
"Smith, Burch",['Sweeper' 'Four-Seam Fastball' 'Cutter' 'Curveball' 'Changeup' 'Sinker']
"Smith, Cade",['Four-Seam Fastball' 'Sweeper' 'Splitter']
"Smith, Dominic",['Eephus' nan]
"Smith, Drew",['Cutter' 'Four-Seam Fastball' 'Curveball' 'Slider' 'Changeup']
"Smith, Pavin",[nan 'Eephus']
"Smith, Shane",['Cutter' 'Curveball' 'Four-Seam Fastball' 'Slider' 'Sinker']
"Smith, Will",['Slider' 'Four-Seam Fastball' 'Changeup' 'Curveball']
"Smith-Shawver, AJ",['Four-Seam Fastball' 'Splitter' 'Slider' 'Curveball']
"Smyly, Drew",['Knuckle Curve' 'Sinker' 'Cutter' 'Four-Seam Fastball']
"Snead, Kirby",['Four-Seam Fastball' 'Slider' 'Sinker' 'Changeup']
"Snell, Blake",['Four-Seam Fastball' 'Curveball' 'Slider' 'Changeup' 'Sinker']
"Snider, Collin",['Sweeper' 'Cutter' 'Four-Seam Fastball' 'Sinker']
"Soriano, George",['Changeup' 'Slider' 'Four-Seam Fastball']
"Soriano, José",['Sinker' 'Four-Seam Fastball' 'Knuckle Curve' nan 'Splitter' 'Slider']
"Soroka, Michael",['Slider' 'Four-Seam Fastball' 'Changeup' 'Sinker']
"Soto, Gregory",['Sinker' 'Slider' 'Four-Seam Fastball' 'Sweeper' 'Cutter' 'Changeup']
"Sousa, Bennett",['Four-Seam Fastball' 'Slider']
"Speas, Alex",['Sweeper' 'Slider' 'Four-Seam Fastball' 'Cutter']
"Speier, Gabe",['Sinker' 'Slider' 'Four-Seam Fastball' 'Sweeper' 'Changeup']
"Spence, Mitch",['Curveball' 'Cutter' 'Slider' 'Sinker' 'Changeup' nan]
"Spiers, Carson",['Sweeper' 'Four-Seam Fastball' 'Cutter' 'Changeup' 'Sinker' 'Slider']
"Springs, Jeffrey",['Changeup' 'Four-Seam Fastball' 'Slider' 'Sweeper' 'Cutter']
"Stanek, Ryne",['Four-Seam Fastball' 'Slider' 'Splitter' 'Sinker']
"Stankiewicz, John",['Curveball']
"Stanley, Hunter",['Slider' 'Changeup' 'Four-Seam Fastball']
"Stashak, Cody",['Slider' 'Four-Seam Fastball']
"Staumont, Josh",['Slider' 'Sinker' 'Four-Seam Fastball' 'Curveball']
"Steele, Justin",['Slider' 'Four-Seam Fastball' 'Changeup' 'Curveball' 'Sinker']
"Stefanic, Michael",[nan 'Curveball']
"Stephens, Jackson",['Four-Seam Fastball' 'Cutter' 'Sinker' 'Curveball' 'Changeup' 'Slider']
"Sterner, Justin",['Four-Seam Fastball' 'Sweeper' 'Cutter']
"Stevens, Kevin",['Slider' 'Four-Seam Fastball']
"Stewart, Brock",['Four-Seam Fastball' 'Sweeper' 'Cutter' 'Sinker' 'Changeup']
"Stone, Gavin","['Sinker' 'Slider' 'Changeup' 'Four-Seam Fastball' 'Curveball' 'Cutter'
 'Sweeper']"
"Strahm, Matt",['Cutter' 'Slider' 'Sinker' 'Four-Seam Fastball' 'Changeup']
"Stratton, Chris","['Four-Seam Fastball' 'Slider' 'Curveball' 'Changeup' 'Sinker' nan
 'Sweeper']"
"Stratton, Hunter",['Slider' 'Four-Seam Fastball' 'Cutter' 'Sinker']
"Strickland, Austin",['Sinker' 'Slider']
"Strickland, Hunter",['Four-Seam Fastball' 'Sweeper' 'Changeup' 'Slider' 'Sinker' 'Cutter']
"Strickland, Samuel",['Slider' 'Four-Seam Fastball' 'Sinker' 'Changeup']
"Strider, Spencer",['Four-Seam Fastball' 'Slider' 'Curveball' 'Changeup']
"Stripling, Ross","['Changeup' 'Four-Seam Fastball' 'Knuckle Curve' 'Cutter' 'Sinker'
 'Slider']"
"Stroman, Marcus","['Splitter' 'Sinker' 'Cutter' 'Slurve' 'Curveball' 'Four-Seam Fastball'
 'Slider' nan]"
"Strotman, Drew",['Sinker' 'Four-Seam Fastball' 'Slider' 'Sweeper']
"Strowd, Kade",['Sweeper' 'Curveball' 'Cutter' 'Four-Seam Fastball' 'Changeup']
"Strzelecki, Peter",['Four-Seam Fastball' 'Changeup' 'Cutter' 'Sinker' 'Sweeper']
"Stuart, Tyler",['Sinker' 'Four-Seam Fastball' 'Changeup' 'Slider']
"Stubbs, Garrett",['Eephus' nan]
"Suarez, José","['Changeup' 'Slider' 'Four-Seam Fastball' 'Sweeper' 'Cutter' 'Sinker'
 'Curveball']"
"Suarez, Robert",['Four-Seam Fastball' 'Changeup' 'Sinker' 'Cutter']
"Suero, Wander",['Cutter' 'Changeup' 'Curveball']
"Sulser, Cole",['Four-Seam Fastball' 'Changeup' 'Cutter' 'Slider']
"Suter, Brent",['Four-Seam Fastball' 'Changeup' 'Slider' 'Sinker']
